ds,yhat,Product Name,week
2026-01-19,18.14924645423889,Aquamarine Printed Viscose Shawl,4
2026-01-26,17.533232778310776,Aquamarine Printed Viscose Shawl,5
2026-02-02,17.262356638908386,Aquamarine Printed Viscose Shawl,6
2026-02-09,16.89049357175827,Aquamarine Printed Viscose Shawl,7
2026-02-16,16.693909645080566,Aquamarine Printed Viscose Shawl,8
2026-02-23,16.40539437532425,Aquamarine Printed Viscose Shawl,9
2026-03-02,16.292315125465393,Aquamarine Printed Viscose Shawl,10
2026-03-09,16.167708039283752,Aquamarine Printed Viscose Shawl,11
2026-03-16,16.08389660716057,Aquamarine Printed Viscose Shawl,12
2026-03-23,15.949934184551239,Aquamarine Printed Viscose Shawl,13
2026-03-30,15.937008440494537,Aquamarine Printed Viscose Shawl,14
2025-12-29,85.59670257568358,Aquamarine Printed Viscose Taaga Maternity Dress,1
2026-01-05,85.79546123743056,Aquamarine Printed Viscose Taaga Maternity Dress,2
2026-01-12,86.4030137658119,Aquamarine Printed Viscose Taaga Maternity Dress,3
2026-01-19,83.83685013651846,Aquamarine Printed Viscose Taaga Maternity Dress,4
2026-01-26,80.97292354702948,Aquamarine Printed Viscose Taaga Maternity Dress,5
2026-02-02,79.77104690670966,Aquamarine Printed Viscose Taaga Maternity Dress,6
2026-02-09,78.15647265315054,Aquamarine Printed Viscose Taaga Maternity Dress,7
2026-02-16,77.49815437197684,Aquamarine Printed Viscose Taaga Maternity Dress,8
2026-02-23,76.50988000631331,Aquamarine Printed Viscose Taaga Maternity Dress,9
2026-03-02,76.04263222217558,Aquamarine Printed Viscose Taaga Maternity Dress,10
2026-03-09,75.44040685892104,Aquamarine Printed Viscose Taaga Maternity Dress,11
2026-03-16,75.21982386708258,Aquamarine Printed Viscose Taaga Maternity Dress,12
2026-03-23,74.82897615432738,Aquamarine Printed Viscose Taaga Maternity Dress,13
2026-03-30,74.82029074430464,Aquamarine Printed Viscose Taaga Maternity Dress,14
2025-12-29,78.81528651714325,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,1
2026-01-05,77.21216320991516,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,2
2026-01-12,77.40240955352783,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,3
2026-01-19,77.0469024181366,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,4
2026-01-26,72.96417880058289,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,5
2026-02-02,72.6909807920456,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,6
2026-02-09,70.2924183011055,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,7
2026-02-16,70.0007289648056,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,8
2026-02-23,68.39258927106857,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,9
2026-03-02,68.25813817977905,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,10
2026-03-09,67.01394122838974,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,11
2026-03-16,66.84940099716187,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,12
2026-03-23,66.19372302293777,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,13
2026-03-30,66.05081796646118,Aquamarine Printed Viscose-Cotton Taaga Casual Maternity Tunic,14
2025-12-29,13.983584821224213,Aquamarine Printed and Embroidered Voile Nightwear,1
2026-01-05,13.183445125818253,Aquamarine Printed and Embroidered Voile Nightwear,2
2026-01-12,12.845546454191208,Aquamarine Printed and Embroidered Voile Nightwear,3
2026-01-19,12.449302643537521,Aquamarine Printed and Embroidered Voile Nightwear,4
2026-01-26,12.001680821180344,Aquamarine Printed and Embroidered Voile Nightwear,5
2026-02-02,11.854698807001114,Aquamarine Printed and Embroidered Voile Nightwear,6
2026-02-09,11.427265405654907,Aquamarine Printed and Embroidered Voile Nightwear,7
2026-02-16,11.409358739852905,Aquamarine Printed and Embroidered Voile Nightwear,8
2026-02-23,11.255476832389832,Aquamarine Printed and Embroidered Voile Nightwear,9
2026-03-02,11.317598283290863,Aquamarine Printed and Embroidered Voile Nightwear,10
2026-03-09,11.221939653158188,Aquamarine Printed and Embroidered Voile Nightwear,11
2026-03-16,11.253611087799072,Aquamarine Printed and Embroidered Voile Nightwear,12
2026-03-23,11.189361959695816,Aquamarine Printed and Embroidered Voile Nightwear,13
2026-03-30,11.18174210190773,Aquamarine Printed and Embroidered Voile Nightwear,14
2025-12-29,33.98406779766083,Aquamarine Stripe Cotton Lungi,1
2026-01-05,37.91088044643402,Aquamarine Stripe Cotton Lungi,2
2026-01-12,39.13500952720642,Aquamarine Stripe Cotton Lungi,3
2026-01-19,37.58206379413605,Aquamarine Stripe Cotton Lungi,4
2026-01-26,35.43735408782959,Aquamarine Stripe Cotton Lungi,5
2026-02-02,34.447356820106506,Aquamarine Stripe Cotton Lungi,6
2026-02-09,32.92413550615311,Aquamarine Stripe Cotton Lungi,7
2026-02-16,32.17449527978897,Aquamarine Stripe Cotton Lungi,8
2026-02-23,30.59918475151062,Aquamarine Stripe Cotton Lungi,9
2026-03-02,29.80043774843216,Aquamarine Stripe Cotton Lungi,10
2026-03-09,28.490357279777527,Aquamarine Stripe Cotton Lungi,11
2026-03-16,27.754676163196564,Aquamarine Stripe Cotton Lungi,12
2026-03-23,26.916915714740753,Aquamarine Stripe Cotton Lungi,13
2026-03-30,26.758060812950134,Aquamarine Stripe Cotton Lungi,14
2025-12-29,75.04455524682999,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,1
2026-01-05,77.1200487613678,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,2
2026-01-12,76.22834673523903,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,3
2026-01-19,73.0593691766262,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,4
2026-01-26,65.45043072104454,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,5
2026-02-02,63.72629263997077,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,6
2026-02-09,59.13978931307792,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,7
2026-02-16,57.78734263777732,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,8
2026-02-23,54.461400836706154,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,9
2026-03-02,53.11922168731689,Asparagus Green Printed & Embroidered Panama Heritage Theme Shalwar Kameez,10
